id,title,source,source_type,source_group,recommendation_level,score,published_date,venue,citation_count,influential_citation_count,code_url,project_url,url,topics,categories,fields_of_study,enrichment_sources,reading_status
arxiv:2608.11095v1,Why Does CLAUDE.md Keep Growing? Catastrophic Remembering in Agentic Coding,arxiv,recent_7d,llm_agent,B,0.732,2026-08-11,,,,,,http://arxiv.org/abs/2608.11095v1,llm_agent,cs.AI;cs.LG;cs.SE,,,backlog
arxiv:2608.11100v1,WildFireGS: Physics-Based Wildfire Simulation in Large-Scale Semantics-Enriched Gaussian Splatting Forest Scenes,arxiv,recent_7d,gpu_graphics,B,0.732,2026-08-11,,,,,,http://arxiv.org/abs/2608.11100v1,gpu_graphics,cs.GR,,,backlog
arxiv:2608.11166v1,Agentic Configuration Management (ACM): A Reference Configuration Model for Governed Agentic Systems,arxiv,recent_7d,llm_agent,A,0.762,2026-08-11,,,,https://github.com/audreyqvial/ACM,,http://arxiv.org/abs/2608.11166v1,llm_agent,cs.SE,,,backlog
arxiv:2608.11205v1,AdvFD: Boosting Visual Generation via Adversarial Fr'echet Distance Loss,arxiv,recent_7d,gpu_graphics,B,0.692,2026-08-11,,,,,https://gasaiyu.github.io/AdvFD-page/,http://arxiv.org/abs/2608.11205v1,gpu_graphics,cs.CV,,,backlog
arxiv:2608.11708v1,A Browser-Based Gesture-Driven Avatar Interaction Framework for Metaverse Onboarding Environments,arxiv,recent_7d,cognition_social,B,0.732,2026-08-12,,,,,,http://arxiv.org/abs/2608.11708v1,cognition;gpu_graphics,cs.HC;cs.GR,,,backlog
arxiv:2608.12140v1,FQTree: Fine-grained Quantization and Hardware Generation of Boosted Decision Trees,arxiv,recent_7d,architecture,A,0.762,2026-08-12,,,,https://github.com/ecs-bristol/FQTree,,http://arxiv.org/abs/2608.12140v1,architecture;llm_agent,cs.AR;cs.LG,,,backlog
arxiv:2608.12246v1,VICBench: A Multi-Language Benchmark for Code Vulnerability Detection,arxiv,recent_7d,llm_agent,B,0.732,2026-08-12,,,,,,http://arxiv.org/abs/2608.12246v1,llm_agent,cs.CR;cs.AI;cs.CL;cs.SE,,,backlog
arxiv:2608.12279v1,Curvature-Aware Zeroth-Order Optimization for Memory-Efficient Test-Time Adaptation,arxiv,recent_7d,gpu_graphics,B,0.692,2026-08-12,,,,https://github.com/Hollyming/CAZO,,http://arxiv.org/abs/2608.12279v1,gpu_graphics,cs.CV,,,backlog
arxiv:2608.12311v1,The Role Specialization Model (RSM): Coordinating LLM-Based Tools in Agentic Software Development - An Exploratory Case Study,arxiv,recent_7d,llm_agent,B,0.732,2026-08-12,,,,,,http://arxiv.org/abs/2608.12311v1,llm_agent,cs.SE,,,backlog
arxiv:2608.12314v1,"StateFlow: Building, Evolving, and Accessing 3D World States for Previsualization",arxiv,recent_7d,gpu_graphics,B,0.692,2026-08-12,,,,,https://yuyangyin.github.io/StateFlow,http://arxiv.org/abs/2608.12314v1,gpu_graphics,cs.CV,,,backlog
arxiv:2608.13057v1,TEMPO: Makespan-Aware Expert-Parallel Load Balancing Across Memory- and Compute-Bound Regimes,arxiv,recent_7d,architecture,A,0.762,2026-08-13,,,,https://github.com/jeshxxx/TEMPO,,http://arxiv.org/abs/2608.13057v1,architecture;llm_agent,cs.DC;cs.AI;cs.CL;cs.GT,,,backlog
arxiv:2608.13295v1,More Than 63% of IEEE VIS Research Liable to be Retracted?! Ethics Approval Statements Protect Participants (and Researchers!),arxiv,recent_7d,cognition_social,B,0.732,2026-08-13,,,,,,http://arxiv.org/abs/2608.13295v1,cognition;gpu_graphics,cs.HC;cs.GR,,,backlog
arxiv:2608.13446v1,Blue Noise as a Lattice Gibbs Ensemble,arxiv,recent_7d,gpu_graphics,B,0.732,2026-08-13,,,,,,http://arxiv.org/abs/2608.13446v1,gpu_graphics,cs.GR,,,backlog
arxiv:2608.13522v1,Vero: Can AI Agents Build Formally Verified Software Repositories?,arxiv,recent_7d,llm_agent,A,0.762,2026-08-13,,,,https://github.com/sunblaze-ucb/vero,,http://arxiv.org/abs/2608.13522v1,llm_agent,cs.LG;cs.AI;cs.LO;cs.PL;cs.SE,,,backlog
arxiv:2608.13541v1,SCULPT: Subtractive Composition for 3D Part Generation,arxiv,recent_7d,gpu_graphics,A,0.762,2026-08-13,,,,https://github.com/sculpt-part/SCULPT,https://sculpt-part.github.io/,http://arxiv.org/abs/2608.13541v1,gpu_graphics,cs.CV;cs.GR,,,backlog
arxiv:2608.13547v1,QuoteBench: How Matched Scores Can Hide Command-Path Failures,arxiv,recent_7d,llm_agent,B,0.732,2026-08-13,,,,,,http://arxiv.org/abs/2608.13547v1,llm_agent,cs.AI;cs.SE,,,backlog
arxiv:2608.13790v1,PPAPlace: Differentiable Cross-Stage Objectives for Chip Placement Optimization,arxiv,recent_7d,architecture,A,0.762,2026-08-13,,,,https://github.com/ValleyC/PPAPlace,,http://arxiv.org/abs/2608.13790v1,llm_agent;architecture,cs.LG;cs.AI;cs.AR,,,backlog
arxiv:2608.13884v1,"Engineering Signals of Human-AI Collaboration in the Agentic Coding Era: A Longitudinal Analysis of 33,228 Pull Requests from vLLM and SGLang with Implications for Biomedical AI Agents and Bioinformatics Pipeline Developmen",arxiv,recent_7d,cognition_social,B,0.732,2026-08-14,,,,,,http://arxiv.org/abs/2608.13884v1,llm_agent;cognition,cs.SE;cs.AI;cs.ET;cs.HC;cs.LG,,,backlog
arxiv:2608.14409v1,Uncertainty-Aware Jacobi Set Computation,arxiv,recent_7d,gpu_graphics,B,0.732,2026-08-14,,,,,,http://arxiv.org/abs/2608.14409v1,gpu_graphics,cs.GR;cs.CG,,,backlog
arxiv:2608.14441v1,PACE-Bench: Benchmarking Physics Adaptation via Code Evolution in Dynamic Environments,arxiv,recent_7d,llm_agent,B,0.692,2026-08-14,,,,https://github.com/thunlp/PACE-Bench,,http://arxiv.org/abs/2608.14441v1,llm_agent,cs.AI,,,backlog
arxiv:2608.14490v1,Twin: Playing an Unknown Game with a Test-Time Digital Twin,arxiv,recent_7d,llm_agent,B,0.692,2026-08-14,,,,https://github.com/Alexyskoutnev/TWIN-ARC-AGI-3,,http://arxiv.org/abs/2608.14490v1,llm_agent,cs.AI,,,backlog
arxiv:2608.14530v1,"Marionette: Predicting World States, Rendering Geometry, Painting Appearance",arxiv,recent_7d,gpu_graphics,B,0.692,2026-08-14,,,,,https://alayalab.github.io/Marionette/,http://arxiv.org/abs/2608.14530v1,gpu_graphics;llm_agent,cs.CV;cs.AI,,,backlog
arxiv:2608.16504v1,Vantage: Availability-Graded Broadcast for Signature-Free BFT,arxiv,recent_7d,architecture,A,0.762,2026-08-17,,,,https://github.com/polinikita/vantage-bft,,http://arxiv.org/abs/2608.16504v1,architecture,cs.DC;cs.CR,,,backlog
arxiv:2608.16730v1,A Stable Transport-Mechanism Descriptor for Per-Pixel Rendering Difficulty,arxiv,recent_7d,gpu_graphics,B,0.732,2026-08-17,,,,,,http://arxiv.org/abs/2608.16730v1,gpu_graphics,cs.GR,,,backlog
arxiv:2608.16801v1,When Agents Coordinate: Measuring Coordination in Multi-Agent AI Coding,arxiv,recent_7d,llm_agent,B,0.732,2026-08-17,,,,,,http://arxiv.org/abs/2608.16801v1,llm_agent,cs.AI;cs.SE,,,backlog
arxiv:2608.16848v1,Topology-Aware Differentiable Triangle-Soup Reconstruction via Persistent Homology,arxiv,recent_7d,gpu_graphics,B,0.732,2026-08-17,,,,,,http://arxiv.org/abs/2608.16848v1,gpu_graphics,cs.GR,,,backlog
arxiv:2608.16864v1,Non-Crossing Deep Quantile Regression for Distributional Survival Prediction,arxiv,recent_7d,llm_agent,B,0.692,2026-08-17,,,,https://github.com/BIG-S2/deepcnq,,http://arxiv.org/abs/2608.16864v1,llm_agent,stat.ML;cs.LG;stat.AP,,,backlog
arxiv:2608.16886v1,Evaluating Beyond the Screen: Collective Assessment of AI-Generated Business Plans with Resource-Constrained Entrepreneurs,arxiv,recent_7d,cognition_social,B,0.662,2026-08-17,,,,,,http://arxiv.org/abs/2608.16886v1,cognition,cs.HC,,,backlog
arxiv:2608.17641v1,rl-triton: High-Performance Triton GPU Kernels for Reinforcement Learning Credit Assignment,arxiv,recent_7d,architecture,A,0.762,2026-08-18,,,,https://github.com/simonsays1980/rl-triton,,http://arxiv.org/abs/2608.17641v1,llm_agent;architecture,cs.LG;cs.DC;cs.PF,,,backlog
arxiv:2608.17969v1,MetaSapiens v2: Advancing Real-Time Foveated Neural Rendering via Foveation-Aware Pruning and Stereo Warping,arxiv,recent_7d,gpu_graphics,B,0.732,2026-08-18,,,,,,http://arxiv.org/abs/2608.17969v1,gpu_graphics,cs.GR,,,backlog
arxiv:2608.17975v1,aDSL: Agentic 3D Creation via Joint Agent-Program Design,arxiv,recent_7d,gpu_graphics,A,0.762,2026-08-18,,,,https://github.com/sig-pku/aDSL,,http://arxiv.org/abs/2608.17975v1,gpu_graphics,cs.GR;cs.CV,,,backlog
arxiv:2608.17987v1,Against Political Polarization: A Unified Framework for Tracing Evolving Political Ideologies on Social Media,arxiv,recent_7d,cognition_social,B,0.662,2026-08-18,,,,,,http://arxiv.org/abs/2608.17987v1,sociology;llm_agent,cs.SI;cs.AI;cs.CL;cs.LG,,,backlog
arxiv:2608.17993v1,What Does It Mean and Why Should I Bother? Motivating Students to Write Better Commit Messages,arxiv,recent_7d,llm_agent,B,0.732,2026-08-18,,,,,,http://arxiv.org/abs/2608.17993v1,llm_agent,cs.SE,,,backlog
arxiv:2608.18039v1,The Polyglot's Dilemma: Conformance Testing a Dozen Specs in as Many Languages,arxiv,recent_7d,llm_agent,B,0.732,2026-08-18,,,,,,http://arxiv.org/abs/2608.18039v1,llm_agent,cs.SE,,,backlog
arxiv:2608.19055v1,Generalized Audio-Driven Synthesis of Precise Drummer Motion,arxiv,recent_7d,gpu_graphics,B,0.732,2026-08-19,,,,,,http://arxiv.org/abs/2608.19055v1,gpu_graphics,cs.CV;cs.GR;cs.SD,,,backlog
arxiv:2608.19063v1,When Two Tracers Disagree: An Investigation of Multimodal Fusion for Clinical PET/CT Segmentation,arxiv,recent_7d,gpu_graphics,B,0.692,2026-08-19,,,,https://github.com/JackJ3636/DEEP_PSMA_code,,http://arxiv.org/abs/2608.19063v1,gpu_graphics,cs.CV,,,backlog
arxiv:2608.19140v1,"Grouping the Stochastic Machine: Precision, Not Capability, as the Frontier Metric for AI Systems",arxiv,recent_7d,llm_agent,B,0.732,2026-08-19,,,,,,http://arxiv.org/abs/2608.19140v1,llm_agent,cs.AI;cs.CY;cs.LG;cs.SE,,,backlog
arxiv:2608.19147v1,Pre-Compiled Pipeline Shards for Distributed LLM Inference on Intel AI PC Fleets,arxiv,recent_7d,architecture,A,0.762,2026-08-19,,,,https://github.com/labscommunity/pipeline-sharded-inference-paper,,http://arxiv.org/abs/2608.19147v1,architecture;llm_agent,cs.DC;cs.AI;cs.SE,,,backlog
arxiv:2608.19164v1,LearnAI: Just-in-Time AI Co-Creation Across Disciplines at a University,arxiv,recent_7d,cognition_social,B,0.662,2026-08-19,,,,,,http://arxiv.org/abs/2608.19164v1,cognition,cs.CY;cs.HC,,,backlog
arxiv:2608.19190v1,SiNMULI: Novel Signed Network Approach for Malicious URL Identification,arxiv,recent_7d,llm_agent,B,0.732,2026-08-19,,,,,,http://arxiv.org/abs/2608.19190v1,llm_agent;sociology,cs.CR;cs.NI;cs.SE;cs.SI;eess.SY,,,backlog
arxiv:2608.20195v1,"From Agent Behaviour to Agent-Friendly Documentation: An Empirical Study of How Coding Agents Discover, Read, and Write Technical Documentation",arxiv,recent_7d,cognition_social,B,0.732,2026-08-20,,,,,,http://arxiv.org/abs/2608.20195v1,llm_agent;cognition,cs.SE;cs.AI;cs.HC,,,backlog
arxiv:2608.20237v1,Rule-Compliant Visual Spatial Planning for Multimodal Large Language Models,arxiv,recent_7d,llm_agent,B,0.692,2026-08-20,,,,https://github.com/oceanflowlab/RuleMaze,,http://arxiv.org/abs/2608.20237v1,llm_agent,cs.AI,,,backlog
arxiv:2608.20283v1,"Design and Empirical Evaluation of a Network-Centric, On-Premises Architecture for Earth Observation Data Access",arxiv,recent_7d,architecture,B,0.732,2026-08-20,,,,,,http://arxiv.org/abs/2608.20283v1,architecture,cs.DC;cs.NI;cs.PF,,,backlog
arxiv:2608.20290v1,Phantom Gains: Auditing Self-Improvement Against a Measured Null,arxiv,recent_7d,llm_agent,B,0.692,2026-08-20,,,,https://github.com/chengxuphd/phantom-gains,,http://arxiv.org/abs/2608.20290v1,llm_agent,cs.AI;cs.CL,,,backlog
arxiv:2608.20308v1,DreamHand: Repurposing Video Diffusion Models for Occlusion-Robust Egocentric 3D Hand Motion Recovery,arxiv,recent_7d,gpu_graphics,B,0.692,2026-08-20,,,,,https://ggxxii.github.io/dreamhand/,http://arxiv.org/abs/2608.20308v1,gpu_graphics,cs.CV,,,backlog
arxiv:2608.20335v1,4DAnyone: Create Anyone in 4D from a Casual Monocular Video,arxiv,recent_7d,gpu_graphics,B,0.692,2026-08-20,,,,,https://4danyone.github.io,http://arxiv.org/abs/2608.20335v1,gpu_graphics,cs.CV,,,backlog
classic:architecture:cache-coherence-and-shared-memory-multiprocessors,Cache coherence and shared-memory multiprocessors,manual,classic,architecture,B,0.68,,,,,,,https://github.com/JayeCheng/paper-learning-system/blob/main/curriculum/architecture_classics.yaml,architecture,architecture,,,backlog
classic:architecture:the-memory-hierarchy-and-locality,The memory hierarchy and locality,manual,classic,architecture,B,0.68,,,,,,,https://github.com/JayeCheng/paper-learning-system/blob/main/curriculum/architecture_classics.yaml,architecture,architecture,,,backlog
classic:cognition:attention-and-working-memory,Attention and working memory,manual,classic,cognition,B,0.61,,,,,,,https://github.com/JayeCheng/paper-learning-system/blob/main/curriculum/cognition_classics.yaml,uncategorized,cognition,,,backlog
classic:cognition:judgment-and-decision-making,Judgment and decision making,manual,classic,cognition,B,0.61,,,,,,,https://github.com/JayeCheng/paper-learning-system/blob/main/curriculum/cognition_classics.yaml,uncategorized,cognition,,,backlog
classic:gpu_graphics:a-trip-through-the-graphics-pipeline,A trip through the graphics pipeline,manual,classic,gpu_graphics,B,0.68,,,,,,,https://github.com/JayeCheng/paper-learning-system/blob/main/curriculum/gpu_graphics_classics.yaml,gpu_graphics,gpu_graphics,,,backlog
classic:gpu_graphics:ray-tracing-architectures-and-acceleration-structures,Ray tracing architectures and acceleration structures,manual,classic,gpu_graphics,B,0.68,,,,,,,https://github.com/JayeCheng/paper-learning-system/blob/main/curriculum/gpu_graphics_classics.yaml,gpu_graphics,gpu_graphics,,,backlog
classic:llm_agent:retrieval-augmented-generation,Retrieval augmented generation,manual,classic,llm_agent,B,0.61,,,,,,,https://github.com/JayeCheng/paper-learning-system/blob/main/curriculum/llm_agent_classics.yaml,llm_agent,llm_agent,,,backlog
classic:llm_agent:tool-use-and-planning-in-language-agents,Tool use and planning in language agents,manual,classic,llm_agent,B,0.61,,,,,,,https://github.com/JayeCheng/paper-learning-system/blob/main/curriculum/llm_agent_classics.yaml,llm_agent,llm_agent,,,backlog
